Time	Fres	Temp
1031	1781.21	19.6
1033	1782.59	19.58
1035	1784.22	19.57
1037	1780.21	19.63
1039	1783.58	19.53
1041	1782.47	19.6
1043	1779.14	19.66
1045	1781.43	19.53
1047	1781.79	19.63
1049	1781.4	19.64
1051	1780.19	19.6
1053	1780.15	19.5
1055	1782.09	19.46
1057	1781.36	19.55
1059	1780.72	19.55
1061	1780.47	19.5
1063	1782.8	19.64
1065	1781.19	19.55
1067	1778.32	19.54
1069	1781.27	19.52
1071	1780.6	19.56
1073	1781.79	19.48
1075	1782.39	19.49
1077	1781.46	19.54
1079	1779.77	19.6
1082	1779.05	19.56
1084	1781.73	19.48
1086	1779.52	19.41
1088	1780.58	19.51
1090	1782.97	19.52
1092	1780.41	19.54
1094	1781.54	19.51
1096	1779.53	19.51
1098	1781.29	19.54
1100	1777.81	19.55
1102	1784.89	19.51
1104	1780.4	19.52
1106	1785.66	19.46
1108	1779	19.46
1110	1782.71	19.44
1112	1780.65	19.49
1114	1781.98	19.51
1116	1777.78	19.46
1118	1784.67	19.48
1120	1781.33	19.51
1122	1779.78	19.46
1124	1779.02	19.37
1126	1779.7	19.36
1128	1780.16	19.44
1130	1782.05	19.42
1132	1781.16	19.4
1135	1783.15	19.29
1137	1785.87	19.39
1139	1777.52	19.38
1141	1780.95	19.31
1143	1783.76	19.28
1145	1779.95	19.36
1147	1783.1	19.47
1149	1781.46	19.33
1151	1786	19.33
1153	1783.45	19.42
1155	1779.65	19.4
1157	1782.02	19.43
1159	1782.11	19.33
1161	1779.84	19.33
1163	1785.09	19.36
1165	1782.47	19.34
1167	1786.17	19.41
1169	1781.91	19.38
1171	1784.55	19.28
1173	1783.46	19.28
1175	1782.12	19.3
1177	1780.86	19.3
1179	1781.8	19.33
1181	1781.76	19.31
1183	1783.28	19.3
1185	1782.67	19.34
1187	1783.71	19.32
1190	1779.65	19.35
1192	1780.44	19.37
1194	1780.8	19.25
1196	1781.34	19.25
1198	1782.59	19.31
1200	1777.46	19.29
1202	1782.23	19.32
1204	1781.51	19.4
1206	1783.13	19.26
1208	1777.53	19.37
1210	1779.81	19.35
1212	1783.39	19.35
1214	1785.53	19.31
1216	1782.78	19.3
1218	1780.18	19.33
1220	1779.63	19.3
1222	1779.95	19.3
1224	1781.98	19.35
1226	1779.91	19.24
1228	1779.33	19.27
1230	1780.99	19.33
1232	1779.29	19.31
1234	1779.47	19.23
1236	1781.07	19.32
1238	1781.2	19.26
1240	1779.58	19.31
1243	1782.24	19.3
1245	1780.11	19.33
1248	1782.71	19.31
1251	1779.73	19.36
1253	1782.52	19.22
1255	1781.22	19.27
1257	1780.7	19.3
1259	1781.77	19.31
1261	1781.87	19.35
1263	1781.55	19.32
1265	1779.85	19.36
1267	1779.52	19.31
1269	1778.9	19.26
1271	1783.82	19.43
1273	1782.4	19.29
1275	1780.61	19.33
1277	1785.74	19.34
1279	1780.58	19.25
1281	1779.65	19.34
1283	1776.72	19.3
1285	1783.26	19.31
1287	1780.86	19.23
1289	1782.56	19.3
1291	1782.39	19.31
1294	1784.38	19.3
1296	1780.38	19.3
1298	1780.49	19.26
1300	1782.03	19.36
1302	1780.16	19.25
1304	1782.78	19.25
1306	1780.43	19.3
1308	1781.23	19.42
1310	1779.53	19.26
1312	1779.92	19.32
1314	1781.91	19.28
1316	1781.27	19.34
1318	1782.21	19.29
1320	1782.58	19.28
1322	1781.79	19.33
1325	1780.67	19.26
1326	1781.36	19.27
1328	1782.65	19.28
1330	1782.13	19.29
1332	1780.42	19.37
1334	1780.96	19.34
1336	1782.15	19.25
1338	1781.86	19.27
1340	1782.53	19.2
1342	1781.4	19.31
1345	1785.93	19.39
1347	1782.94	19.25
1349	1782.36	19.32
1351	1785.39	19.27
1353	1783.21	19.33
1355	1782.34	19.28
1357	1782.4	19.3
1359	1780.15	19.23
1361	1779.53	19.19
1363	1782.88	19.27
1365	1781.53	19.31
1367	1782.6	19.19
1369	1784.9	19.35
1371	1782.31	19.29
1373	1784.07	19.28
1375	1780.73	19.25
1377	1781.64	19.23
1379	1781.51	19.2
1381	1781.39	19.32
1383	1779.94	19.28
1385	1784.63	19.22
1387	1781.31	19.25
1389	1779.82	19.25
1391	1780.65	19.2
1393	1779.17	19.24
1396	1782.05	19.25
1398	1781.17	19.25
1400	1782.75	19.29
1402	1782.84	19.31
1404	1780	19.22
1406	1781.5	19.25
1408	1782.39	19.15
1410	1780.82	19.21
1412	1782.31	19.33
1414	1781.51	19.37
1416	1783.28	19.34
1418	1780.03	19.31
1420	1782.44	19.33
1422	1782.48	19.26
1424	1781.37	19.26
1426	1781.74	19.25
1428	1779.76	19.34
1430	1781.8	19.3
1434	1780.87	19.22
1436	1782.5	19.3
1438	1782.91	19.31
1440	1781.65	19.3
1442	1782.61	19.21
1444	1780.03	19.23
1447	1780.7	19.25
1449	1782.71	19.32
1451	1780.31	19.27
1453	1778.94	19.23
1455	1781.08	19.31
1457	1787.64	19.36
1459	1782.76	19.28
1461	1779.48	19.2
1463	1782.89	19.21
1465	1780.49	19.24
1467	1786.73	19.23
1469	1782.09	19.32
1471	1780.57	19.27
1473	1780.19	19.21
1475	1784.28	19.37
1477	1781.72	19.3
1479	1782.75	19.16
1481	1784.25	19.28
1483	1785.91	19.3
1485	1782.28	19.27
1487	1784.63	19.3
1489	1781.46	19.28
1491	1780.9	19.27
1493	1779.67	19.27
1495	1786.15	19.29
1497	1782.84	19.27
1500	1782.89	19.27
1502	1782.51	19.26
1504	1779.68	19.22
1506	1779.15	19.2
1508	1782.45	19.3
1510	1784.91	19.27
1512	1782.78	19.22
1514	1780.52	19.28
1516	1782.75	19.35
1518	1781.64	19.25
1520	1780.39	19.26
1522	1780.56	19.32
1524	1785.27	19.34
1526	1780.67	19.14
1528	1782.6	19.2
1530	1784.32	19.32
1532	1782.29	19.3
1534	1783.45	19.29
1536	1780.28	19.27
1538	1781.61	19.29
1540	1783.31	19.27
1542	1781.63	19.25
1544	1778.44	19.26
1546	1786.58	19.31
1548	1783.89	19.26
1550	1781.83	19.27
1553	1780.05	19.34
1555	1778.85	19.24
1557	1785.3	19.25
1559	1777.6	19.25
1561	1776.89	19.26
1563	1783.36	19.31
1565	1784.09	19.36
1567	1780.12	19.25
1569	1780.62	19.26
1571	1782.05	19.23
1573	1778.85	19.25
1576	1779.53	19.29
1577	1777.85	19.29
1579	1778.59	19.21
1581	1779.79	19.2
1583	1781.64	19.23
1585	1778.09	19.23
1587	1780.82	19.26
1589	1779.21	19.29
1591	1780.41	19.32
1593	1780.99	19.22
1595	1780.56	19.24
1597	1783.96	19.32
1599	1778.11	19.26
1601	1780.49	19.28
1603	1780.05	19.27
1606	1780.11	19.24
1608	1788.39	19.17
1610	1780.66	19.33
1612	1782.37	19.27
1614	1780.27	19.24
1616	1781.26	19.28
1618	1780.87	19.23
1620	1780.41	19.32
1622	1784.64	19.34
1624	1782.74	19.29
1626	1781.32	19.3
1628	1781.05	19.27
1630	1781.57	19.33
1632	1781.63	19.27
1634	1779.29	19.23
1636	1781.69	19.34
1638	1781.96	19.18
1640	1780.37	19.23
1642	1784.08	19.33
1644	1782.04	19.41
1646	1780.52	19.22
1648	1780.64	19.38
1650	1782.9	19.28
1654	1780.84	19.31
1657	1780.63	19.28
1659	1778.9	19.32
1661	1777.9	19.24
1663	1783.14	19.32
1665	1780.25	19.29
1667	1777.64	19.28
1669	1784.88	19.34
1671	1780.63	19.28
1673	1781.61	19.29
1675	1781.16	19.38
1677	1782.09	19.27
1679	1781.5	19.33
1681	1781.05	19.39
1683	1779.69	19.24
1685	1779.68	19.29
1687	1781.22	19.33
1689	1781.68	19.27
1691	1781.84	19.34
1693	1784.04	19.3
1695	1779.84	19.25
1697	1779.49	19.28
1699	1780.33	19.24
1701	1780.69	19.28
1703	1780.42	19.31
1705	1781.42	19.27
1708	1778.01	19.32
1710	1782.22	19.27
1712	1782.36	19.29
1714	1783.01	19.29
1716	1782.61	19.27
1718	1781.84	19.32
1720	1780.55	19.29
1722	1780.64	19.29
1724	1780.82	19.23
1726	1779.96	19.26
1728	1781.96	19.28
1730	1783.22	19.31
1732	1781.57	19.28
1734	1783.12	19.3
1736	1782.67	19.21
1738	1778.83	19.34
1740	1780.97	19.3
1742	1781.67	19.25
1744	1784.95	19.36
1746	1779.9	19.31
1748	1780.13	19.24
1750	1779.03	19.26
1752	1781.47	19.23
1755	1782.72	19.31
1757	1781.52	19.33
1759	1785.23	19.29
1761	1783.93	19.36
1763	1783.06	19.32
1765	1780.81	19.28
1767	1781.31	19.29
1769	1781.48	19.27
1771	1778.05	19.36
1773	1781.45	19.25
1775	1781.47	19.27
1777	1781.4	19.31
1780	1781.13	19.28
1781	1781.99	19.25
1783	1781.9	19.39
1785	1782.66	19.32
1787	1779.86	19.34
1789	1780.75	19.37
1791	1780.93	19.3
1793	1780.8	19.24
1795	1780.62	19.34
1797	1780.77	19.28
1799	1784.59	19.23
1801	1779.93	19.36
1803	1780.99	19.32
1805	1783.47	19.42
1808	1780.26	19.32
1810	1780.58	19.23
1812	1781.21	19.35
1815	1782.14	19.31
1818	1781.29	19.27
1820	1783.23	19.28
1822	1780.34	19.34
1824	1780.99	19.26
1827	1781.92	19.31
1830	1781.34	19.29
1832	1780.29	19.33
1835	1780.34	19.33
1838	1784.66	19.32
1840	1785.35	19.21
1842	1780.74	19.38
1844	1781.27	19.28
1846	1788.91	19.28
1848	1783.65	19.27
1851	1776.75	19.31
1853	1785.52	19.32
1855	1777.05	19.37
1857	1783.79	19.33
1859	1786.27	19.37
1861	1780.75	19.37
1863	1781.34	19.28
1865	1777.33	19.27
1867	1781.31	19.32
1869	1784.4	19.33
1871	1779.15	19.29
1873	1777.59	19.21
1875	1776.7	19.24
1877	1783.55	19.32
1879	1782.95	19.3
1881	1783.36	19.27
1883	1777.92	19.27
1885	1784.18	19.32
1887	1782.29	19.24
1889	1781.84	19.29
1902	1780.21	19.32
1906	1783.73	19.41
1908	1778.5	19.24
1910	1783.23	19.32
1912	1781.78	19.29
1914	1781.03	19.32
1916	1778.55	19.22
1918	1784.2	19.3
1920	1780.76	19.38
1922	1781.62	19.29
1924	1781.87	19.3
1926	1785.26	19.29
1928	1779.12	19.25
1930	1780.96	19.29
1932	1779.81	19.29
1934	1781.03	19.33
1936	1781.87	19.31
1938	1781.47	19.24
1940	1787.6	19.34
1942	1782.98	19.25
1944	1782.27	19.29
1946	1782.68	19.31
1949	1784.89	19.23
1951	1780.78	19.25
1953	1781.73	19.38
1955	1786.15	19.44
1957	1781.95	19.33
1959	1782.39	19.38
1961	1783.18	19.33
1963	1785.93	19.36
1965	1783.93	19.3
1967	1782.92	19.31
1969	1782.89	19.38
1971	1780.29	19.41
1973	1781.77	19.27
1975	1783.97	19.42
1977	1772.73	19.36
1979	1776.79	19.32
1981	1782.67	19.35
1983	1782.75	19.33
1985	1781.2	19.25
1987	1778.64	19.36
1991	1774.68	19.26
1993	1778.57	19.26
1997	1782.13	19.26
2000	1783.38	19.36
2003	1782.91	19.24
2006	1787.77	19.29
2008	1779.3	19.3
2010	1782.32	19.4
2012	1783.11	19.29
2014	1782.48	19.35
2017	1780.84	19.35
2020	1778.8	19.34
2022	1784.08	19.29
2024	1779.53	19.33
2026	1783.33	19.34
2028	1783.35	19.31
2030	1777.46	19.33
2032	1780.86	19.2
2034	1778.69	19.34
2036	1781.17	19.28
2038	1781.52	19.25
2041	1782.97	19.37
2043	1784.11	19.41
2045	1779.57	19.25
2047	1781.87	19.31
2049	1782.81	19.39
2051	1782.17	19.31
2053	1782.19	19.26
2055	1780.6	19.35
2057	1777.96	19.35
2059	1780.54	19.3
2061	1780.58	19.35
2063	1781.08	19.34
2065	1781.2	19.21
2067	1783.02	19.34
2070	1782.92	19.31
2074	1779.96	19.29
2076	1780.33	19.37
2077	1782.54	19.36
2079	1781.3	19.3
2081	1777.42	19.28
2083	1781.57	19.25
2085	1783.3	19.4
2087	1779.67	19.31
2089	1780.47	19.32
2092	1780.88	19.35
2094	1778.15	19.3
2096	1782.76	19.32
2098	1781.84	19.29
2100	1782.84	19.33
2102	1780.7	19.34
2104	1781.8	19.28
2106	1782.28	19.32
2108	1780.41	19.27
2110	1782.85	19.34
2112	1782.47	19.3
2114	1781.58	19.35
2116	1780.73	19.23
2118	1777.03	19.23
2120	1781.19	19.3
2122	1782.04	19.3
2124	1785.06	19.27
2126	1784.6	19.28
2128	1781.32	19.31
2130	1785.08	19.33
2132	1783.64	19.36
2135	1789.17	19.37
2136	1785.15	19.28
2139	1786.24	19.42
2143	1789.17	19.45
2145	1783.41	19.39
2147	1788.16	19.49
2149	1794.16	19.51
2151	1791.35	19.44
2153	1787.16	19.5
2155	1785.45	19.54
2157	1791.15	19.7
2159	1789.45	19.52
2161	1793.05	19.62
2163	1790.32	19.66
2165	1790.42	19.56
2167	1791.65	19.75
2169	1789.34	19.74
2171	1791.26	19.87
2173	1789.66	19.71
2175	1789.05	19.89
2177	1790.19	19.94
2179	1789.64	20.1
2181	1791.49	20.05
2183	1791.64	19.98
2185	1789.79	19.98
2187	1788.82	20.1
2189	1790.26	20.08
2191	1785.34	20.12
2194	1791.13	20.1
2201	1789.82	20.04
2206	1789.96	20.34
2208	1791.76	20.37
2210	1791.71	20.44
2212	1791.1	20.54
2214	1792.65	20.48
2216	1790.31	20.4
2218	1792.82	20.59
2220	1793.67	20.59
2222	1793.83	20.66
2224	1793.54	20.42
2226	1795.54	20.67
2228	1793.58	20.87
2230	1795.36	20.81
2232	1793.29	20.71
2235	1791.21	20.91
2237	1790.5	20.69
2239	1788.8	20.89
2241	1790.95	20.85
2243	1793.24	20.92
2245	1793.46	21.33
2247	1790.09	20.98
2249	1795.97	20.88
2253	1790.46	21.06
2255	1790.26	21.08
2258	1793.54	21.04
2259	1793.64	21.35
2261	1794.81	21.17
2263	1795.28	21.12
2265	1791	21.08
2267	1792.76	21.25
2269	1791.96	21.23
2271	1793.07	21.35
2273	1792.52	21.18
2275	1791.94	21.29
2277	1792.89	21.35
2279	1793.15	21.34
2281	1793.53	21.09
2284	1793.18	21.41
2286	1796.33	21.38
2288	1795.3	21.4
2290	1793.1	21.55
2292	1790.04	21.35
2294	1796.18	21.47
2296	1792.45	21.24
2298	1792.76	21.5
2300	1791.1	21.53
2302	1794.85	21.57
2304	1792.51	21.45
2306	1795.33	21.59
2308	1791.11	21.54
2310	1797.22	21.42
2313	1793.54	21.68
2316	1793.53	21.75
2318	1794.98	21.73
2320	1793.24	21.51
2322	1796.45	21.7
2324	1795.12	21.63
2326	1796.45	21.92
2328	1792.44	21.88
2331	1794.19	21.83
2333	1793.98	21.64
2335	1795.01	21.99
2337	1797.6	21.94
2339	1796.04	21.62
2341	1795.33	21.75
2343	1792.01	22.05
2345	1793.91	22
2347	1793.89	21.84
2349	1798.19	21.99
2351	1793.36	21.92
2353	1794.24	22.16
2355	1798.96	22.17
2357	1794.53	22.07
2359	1800.16	22.08
2361	1795.3	21.91
2363	1795.3	21.91
2365	1795.46	22.2
2367	1799.06	22.03
2369	1796.49	22.14
2371	1794.18	21.91
2373	1790.6	22.11
2375	1795.54	22.11
2377	1797.26	21.95
2379	1791.92	22.06
2382	1796.28	22.23
2384	1794.51	22.16
2386	1796.58	22.27
2388	1795.86	22.41
2390	1795.98	22.15
2392	1795.95	22.3
2394	1797.26	22.29
2396	1793.95	22.22
2398	1794.6	22.39
2400	1798.1	22.37
2402	1798.97	22.31
2404	1798.06	22.32
2408	1795.03	22.41
2410	1794.63	22.17
2412	1792.02	22.35
2414	1798.24	22.38
2416	1795.43	22.39
2418	1795.01	22.36
2420	1798.45	22.61
2422	1796.56	22.47
2424	1795.8	22.48
2427	1797.98	22.52
2429	1796.71	22.36
2431	1795.84	22.58
2433	1795.75	22.53
2435	1795.49	22.43
2437	1798.39	22.5
2439	1798.54	22.43
2441	1796.21	22.56
2443	1797.17	22.33
2445	1796.13	22.51
2447	1796.98	22.49
2449	1797.73	22.51
2451	1796.18	22.56
2453	1796.44	22.5
2455	1796.49	22.62
2457	1797.66	22.81
2459	1796.79	22.53
2461	1798.08	22.54
2463	1795.97	22.62
2465	1795.9	22.76
2467	1797.83	22.82
2469	1797.55	22.66
2471	1792.5	22.69
2473	1796.97	22.71
2475	1797.1	22.74
2478	1796.44	22.8
2480	1796.53	22.62
2482	1794.32	22.71
2484	1796.52	22.62
2486	1798.82	22.86
2488	1798.03	22.66
2490	1800.11	22.83
2492	1797.09	22.91
2494	1797.71	22.67
2496	1794.75	22.82
2498	1796.96	22.8
2506	1795.48	22.83
2508	1798.41	22.99
2510	1795.18	22.96
2512	1794.44	22.8
2514	1796.5	22.78
2516	1797.4	22.72
2518	1795.78	22.66
2520	1796.17	22.95
