Time,Unsmoothed Fres,Temp,Fres,dT/dt
29,1805.59,-0.20841900966239982,1.803924,0.020800548449982775
31,1803.08,-0.20841900966239982,1.8038646666666664,0.1339347886177815
33,1803.61,-0.21253498024612708,1.803784,0.006048467929001615
35,1802.4,-0.17960721557630843,1.8035586666666668,0.11201961167709669
37,1805.28,-0.2104769949542638,1.803686,0.06511343019075828
39,1801.86,-0.20018706849494536,1.803572,0.04248948150858728
41,1802.94,-0.17754923028444516,1.8034493333333328,0.19308982506277877
43,1806.09,-0.20841900966239982,1.8037166666666666,0.03865925996760265
45,1801.66,-0.2043030390786726,1.8035333333333334,0.009193127809614825
47,1806.69,-0.2043030390786726,1.803592,0.010830135151713736
49,1801.81,-0.19812908320308137,1.8035066666666664,0.04193327465183911
51,1801.7,-0.18578117145189965,1.8035226666666666,0.0517553187045623
53,1804.58,-0.18989714203562688,1.8035560000000002,0.11068758302053552
55,1805.8,-0.2022450537868086,1.80366,0.056666340730895694
57,1802.52,-0.20018706849494536,1.803707333333333,0.1843529134156189
59,1804.2,-0.20636102437053658,1.8036146666666664,0.0877694802310133
61,1802.8,-0.19401311261935414,1.803596,0.0583033480729946
64,1802.51,-0.22282490670544552,1.8035226666666666,-0.1733019400864524
66,1802.67,-0.18989714203562688,1.803540666666667,0.0006781977644153832
68,1806.06,-0.18989714203562688,1.8035926666666668,-0.010410391460083487
70,1803.44,-0.20018706849494536,1.803698,-0.03166644567130812
72,1804.93,-0.19812908320308137,1.8038306666666668,0.09297489594830004
74,1801.65,-0.19195512732749087,1.803534666666667,0.08108693872953467
76,1803.71,-0.21459296553799106,1.803671333333333,-0.03736019578948759
78,1804.55,-0.20018706849494536,1.8035286666666663,-0.07262261980536568
80,1803.67,-0.20018706849494536,1.8036526666666663,-0.07447926727954085
82,1801.48,-0.21459296553799106,1.8036379999999999,-0.07538261119252512
84,1806.82,-0.19195512732749087,1.8037873333333327,0.03939430906930001
86,1805.84,-0.19401311261935414,1.80379,0.0703325560771972
88,1802.16,-0.19812908320308137,1.8037660000000002,0.08680006988516469
90,1803.2,-0.2043030390786726,1.8036993333333338,0.028192253639627463
92,1803.26,-0.20018706849494536,1.80373,0.07139940680986837
94,1806.2,-0.21459296553799106,1.8039760000000002,-0.14632256969100985
96,1802.63,-0.1960710979112181,1.803973333333333,-0.05792417321696294
98,1805.59,-0.2104769949542638,1.803942,-0.04482811448008
100,1800.43,-0.18372318616003566,1.8037413333333328,0.06812539212565222
102,1805.9,-0.19401311261935414,1.803806,0.12378364175744595
104,1804.2,-0.2043030390786726,1.8039760000000002,0.1581607959417889
106,1800.48,-0.20841900966239982,1.8037606666666663,0.03538524528342741
108,1800.45,-0.2022450537868086,1.803487333333333,0.03374823794130515
110,1805.14,-0.2166509508298543,1.8035853333333327,-0.04646512182217892
112,1804.69,-0.2104769949542638,1.8037993333333326,-0.17087767982270433
115,1803.28,-0.1960710979112181,1.8035633333333334,-0.06909731350000711
117,1803.55,-0.20841900966239982,1.803410666666667,-0.05128651104847855
