Time,Unsmoothed Fres,Temp,Fres,dT/dt
28,1792.43,-0.19195512732749087,1.8029760000000001,0.5723236534961496
30,1809.97,-0.152853406782081,1.804921333333333,0.6247078884436905
32,1800.25,-0.17343325970071793,1.804722,0.1745308693629063
34,1806.09,-0.2022450537868086,1.8044179999999999,0.05011831136239005
37,1805.55,-0.22899886258103674,1.8043966666666664,-0.45618106422457827
39,1813.13,-0.1466794509064898,1.8053453333333327,-0.3348534491194921
41,1803.93,-0.14462146561462652,1.805415333333333,-0.056922013330393206
43,1804.67,-0.23723080374849123,1.80537,-0.5499860132750204
45,1800.04,-0.152853406782081,1.805236666666667,-0.32567077462738764
47,1805.36,-0.1384475097390353,1.805374,-0.1889581308402721
49,1807.71,-0.1466794509064898,1.805568,-0.031425425969146756
51,1802.3,-0.1384475097390353,1.8051233333333327,0.045232017543675826
53,1804.86,-0.15696937736580824,1.8048653333333327,0.3012615020667962
55,1805.63,-0.1960710979112181,1.8041193333333332,0.30254751982238537
57,1804.01,-0.1960710979112181,1.8043953333333327,0.270745516264575
59,1801.57,-0.19401311261935414,1.8050046666666666,0.05053057844923566
61,1804.51,-0.15902736265767223,1.804640666666667,0.26300104646109485
63,1807.3,-0.17343325970071793,1.805110666666667,0.27612373118909156
65,1806.99,-0.1384475097390353,1.8051706666666665,0.290758390652873
67,1804.68,-0.15902736265767223,1.8051126666666664,-0.025184026374737264
69,1804.23,-0.13021556857158081,1.804519333333333,0.28748437596865684
71,1808.04,-0.17960721557630843,1.8047933333333332,0.3251355448372434
73,1809.22,-0.17343325970071793,1.8050966666666663,-0.16432965045423537
75,1804.39,-0.18783915674376364,1.8053866666666663,-0.24781702490193058
77,1807.68,-0.17549124499258117,1.805541333333333,-0.1430485550067754
79,1805.76,-0.12815758327971685,1.8054113333333328,0.2023599941788261
81,1804.78,-0.13433153915530807,1.8055766666666664,0.5510425580486804
83,1806.46,-0.13227355386344408,1.8056833333333326,0.7900456299970829
86,1803.76,-0.13227355386344408,1.8055586666666663,0.7529436764268316
88,1806.82,-0.1693172891169907,1.805746,0.4594047354812976
90,1807.81,-0.1466794509064898,1.806162,0.29460146549152944
92,1805.21,-0.16725930382512672,1.8062086666666666,0.19640425793154487
94,1805.33,-0.152853406782081,1.8060773333333326,0.09872003343231327
96,1806.69,-0.12404161269598961,1.8060573333333327,0.3466659928158578
98,1805.87,-0.1693172891169907,1.8061366666666663,0.22273109158719176
100,1803.93,-0.1610853479495355,1.8061166666666664,0.32238576815381054
102,1801.15,-0.15079542149021702,1.8056573333333332,0.20420009889173718
104,1805.12,-0.1960710979112181,1.805384,-0.13583144906800454
106,1808.39,-0.10757773036108065,1.8056506666666665,-0.0887472081795912
108,1807.58,-0.14873743619835378,1.805644,-0.24542456005232
110,1805.28,-0.13433153915530807,1.8056120000000002,-0.04946410142075408
112,1806.71,-0.15902736265767223,1.8057406666666664,-0.016170512349662308
114,1808.48,-0.17549124499258117,1.8058753333333328,-0.03828008511164771
116,1807.43,-0.17137527440885394,1.80612,-0.00881395295360151
118,1803.35,-0.1693172891169907,1.8058886666666665,-0.1725146871648124
120,1804.43,-0.07670795098312526,1.8056633333333327,0.3234985374951078
122,1806.95,-0.1466794509064898,1.8057793333333327,0.24328517773161965
124,1806.51,-0.12404161269598961,1.805858,0.3644237210479198
126,1807.18,-0.15079542149021702,1.8058906666666665,0.4970213157590131
128,1802.91,-0.13021556857158081,1.8056933333333327,0.4773772276536428
130,1804.87,-0.1384475097390353,1.8057560000000001,0.43317802941663314
132,1805.89,-0.18989714203562688,1.806072,0.14997575923126683
134,1806.08,-0.06436003923194354,1.806136,0.3087654714161443
137,1802.64,-0.12198362740412635,1.8057526666666663,0.5977803809941414
139,1806.65,-0.12198362740412635,1.8056906666666663,0.6351891612852051
141,1802.82,-0.15079542149021702,1.8055266666666665,0.5799648485176941
143,1805.08,-0.152853406782081,1.805418,0.3822826384071417
145,1807.26,-0.15902736265767223,1.8053366666666664,0.05475724225012143
147,1804.95,-0.16520131853326273,1.8051713333333328,-0.2881036745743158
149,1805.22,-0.13021556857158081,1.805296,-0.4378582458324638
151,1807.0,-0.13021556857158081,1.805467333333333,-0.06683621923053544
153,1805.52,-0.19401311261935414,1.8053720000000002,-0.40600648333911155
155,1806.07,-0.14462146561462652,1.8053426666666665,-0.3181771170395096
157,1807.27,-0.11169370094480789,1.8053486666666663,-0.2057854825002529
159,1805.72,-0.14462146561462652,1.805536,-0.1680586939710081
161,1808.19,-0.1693172891169907,1.8057573333333328,-0.3033517969834984
163,1806.88,-0.09934578919362544,1.8058233333333333,-0.3758599891120283
165,1804.17,-0.17343325970071793,1.805696,-0.09393833474345062
167,1806.88,-0.1096357156529439,1.8059786666666664,0.2449221850737552
169,1808.13,-0.1384475097390353,1.8060773333333326,0.41353394131126286
171,1805.41,-0.11375168623667115,1.8062500000000001,0.5494055507065632
173,1809.27,-0.13638952444717206,1.8065293333333328,0.5166654038643375
175,1811.25,-0.10551974506921666,1.8067953333333329,0.6034267929962488
177,1808.69,-0.16314333324139946,1.8070446666666664,0.2874843759686752
179,1809.05,-0.15902736265767223,1.8073,0.21545605291573655
181,1805.84,-0.10551974506921666,1.8072226666666664,0.46428116891674154
183,1809.02,-0.13638952444717206,1.807456,0.11559860504688724
185,1806.47,-0.15079542149021702,1.8074826666666663,-0.04482811448007083
188,1807.5,-0.09111384802617097,1.807498,0.3501148672695986
190,1805.16,-0.11992564211226237,1.8074606666666664,0.3472484401076455
