Time,Unsmoothed Fres,Temp,Fres,dT/dt
28,1804.51,-0.09728780390176218,1.8014926666666664,0.18598992075774534
30,1803.72,-0.09111384802617097,1.802334,0.16798283999440985
32,1801.53,-0.1034617597773534,1.8024613333333328,0.06812539212564306
34,1796.45,-0.09934578919362544,1.801934666666667,0.06648838478353497
37,1800.52,-0.10551974506921666,1.8018166666666668,0.06936345373044547
39,1801.46,-0.0808239215668525,1.8016953333333336,0.0862793814201477
41,1809.18,-0.09111384802617097,1.8021033333333327,0.13326907411954547
43,1803.88,-0.09934578919362544,1.802329333333333,0.07134136713098488
45,1801.52,-0.08288190685871648,1.802464,0.1691604147582783
47,1801.77,-0.0952298186098982,1.802626,0.09656912573906183
49,1801.27,-0.09317183331803494,1.8025740000000001,0.12391717407839907
51,1803.65,-0.09317183331803494,1.802466,0.10398623876507347
53,1801.35,-0.08905586273430771,1.8023140000000002,0.10088627403978831
55,1799.45,-0.08905586273430771,1.8022460000000002,0.1399351501656101
57,1801.16,-0.08905586273430771,1.8020946666666664,0.17838672281622567
59,1803.8,-0.0808239215668525,1.802047333333333,0.2215337030813756
61,1804.74,-0.07670795098312526,1.8021153333333328,0.31496575527397047
63,1802.89,-0.1034617597773534,1.802206,0.1742063934965651
65,1802.35,-0.08288190685871648,1.8025993333333332,0.16961984733660043
67,1806.4,-0.11169370094480789,1.8029913333333327,-0.048102129164305334
69,1805.6,-0.0952298186098982,1.803267333333333,-0.012087967637835997
71,1801.1,-0.10757773036108065,1.8027286666666664,-0.09884935676975651
73,1807.98,-0.1096357156529439,1.803002,-0.23635797350716486
75,1799.67,-0.09317183331803494,1.8028786666666665,-0.1692406724805596
77,1803.4,-0.10551974506921666,1.8029873333333333,-0.2412689955334983
79,1799.39,-0.09317183331803494,1.8028620000000002,-0.22326191477027277
81,1800.86,-0.10757773036108065,1.802676,-0.28546819377054466
83,1802.2,-0.09728780390176218,1.8027326666666668,-0.25272804692827316
86,1800.89,-0.11580967152853512,1.8028286666666669,-0.3145819238606013
88,1804.23,-0.11992564211226237,1.8030333333333333,-0.3764043886312854
90,1801.95,-0.12198362740412635,1.80291,-0.37436767018789474
92,1802.5,-0.09934578919362544,1.802760666666667,-0.19417754671162904
94,1801.9,-0.08288190685871648,1.8026946666666668,-0.07263493674363929
96,1801.98,-0.10757773036108065,1.8026700000000002,0.022284401529930553
98,1801.4,-0.09728780390176218,1.8023366666666665,0.018080445615609855
100,1802.44,-0.11786765682039911,1.8021260000000001,-0.006449936308479655
102,1800.16,-0.09934578919362544,1.8020633333333334,0.008588620713800501
104,1801.61,-0.0952298186098982,1.8016386666666668,0.026281343416232752
106,1800.95,-0.09728780390176218,1.8017239999999999,0.12347613960751806
108,1798.6,-0.09317183331803494,1.8014039999999998,0.17103098494499844
110,1801.63,-0.11375168623667115,1.8015533333333333,0.1792222724331054
112,1800.91,-0.1096357156529439,1.801556666666667,0.13314157893573153
114,1801.35,-0.10551974506921666,1.8015,0.17944189138924885
116,1802.66,-0.1034617597773534,1.801618,0.12050962707323896
118,1801.81,-0.07259198039939802,1.801456666666667,0.19744897215252935
120,1801.05,-0.09317183331803494,1.801396666666667,0.10905057567843662
122,1803.19,-0.07670795098312526,1.8014426666666663,0.23346313367895283
124,1801.48,-0.09111384802617097,1.8014146666666666,0.3644237210479198
126,1802.29,-0.08905586273430771,1.801435333333333,0.35623868433736106
128,1802.81,-0.10551974506921666,1.8015293333333326,0.30712846407398126
