Time,Unsmoothed Fres,Temp,Fres
261,1802.64,25.43,1801.8086666666663
263,1801.9,25.34,1801.797333333333
265,1802.23,25.35,1801.977333333333
267,1803.57,25.34,1802.4646666666667
269,1802.25,25.3,1802.538
271,1802.53,25.3,1802.7326666666665
273,1803.54,25.39,1802.7793333333334
275,1803.3,25.3,1802.7733333333338
277,1798.68,25.3,1802.5660000000003
279,1798.48,25.29,1802.352
281,1801.94,25.31,1802.364666666667
284,1807.34,25.33,1802.638
286,1801.91,25.3,1802.5806666666667
288,1801.95,25.28,1802.4753333333333
290,1799.01,25.33,1802.0846666666669
292,1801.96,25.31,1802.0393333333336
294,1803.46,25.38,1802.1433333333337
296,1804.26,25.36,1802.2786666666666
298,1801.54,25.37,1802.143333333333
300,1802.39,25.36,1802.1526666666666
302,1802.79,25.29,1802.1699999999996
304,1799.46,25.37,1801.8979999999997
306,1806.37,25.3,1802.1026666666664
308,1802.18,25.3,1802.3359999999998
310,1806.88,25.36,1802.8959999999997
312,1800.04,25.35,1802.7693333333332
314,1802.72,25.37,1802.4613333333332
316,1806.66,25.29,1802.7779999999998
318,1804.3,25.28,1802.9346666666668
320,1805.03,25.36,1803.3359999999998
322,1804.94,25.28,1803.5346666666667
324,1800.09,25.36,1803.31
326,1804.62,25.38,1803.3339999999998
328,1801.69,25.31,1803.3439999999998
330,1803.81,25.26,1803.4386666666667
332,1807.02,25.26,1803.7206666666666
334,1801.17,25.33,1803.8346666666664
336,1802.2,25.39,1803.5566666666666
339,1806.01,25.32,1803.812
341,1803.78,25.34,1803.6053333333334
343,1803.25,25.28,1803.8193333333334
345,1803.49,25.33,1803.8706666666667
347,1799.3,25.29,1803.38
349,1801.37,25.35,1803.1846666666665
351,1804.63,25.33,1803.1579999999997
353,1803.49,25.31,1803.061333333333
355,1802.04,25.35,1803.1913333333332
357,1804.09,25.35,1803.156
359,1804.28,25.32,1803.3286666666663
361,1802.06,25.28,1803.2119999999998
363,1804.46,25.37,1803.0413333333333
365,1803.28,25.35,1803.182
367,1801.28,25.34,1803.1206666666667
369,1803.86,25.31,1802.977333333333
371,1805.4,25.31,1803.085333333333
373,1804.5,25.32,1803.1686666666662
375,1802.82,25.42,1803.1239999999998
377,1803.18,25.42,1803.3826666666664
379,1803.47,25.3,1803.5226666666665
381,1802.51,25.35,1803.381333333333
383,1799.41,25.35,1803.1093333333333
386,1803.41,25.32,1803.2006666666666
388,1804.77,25.27,1803.2459999999999
390,1800.82,25.31,1803.0153333333333
392,1803.45,25.3,1803.1079999999997
394,1803.91,25.34,1803.071333333333
396,1799.86,25.34,1802.843333333333
398,1803.51,25.31,1802.9919999999995
400,1803.95,25.28,1802.9979999999998
402,1802.54,25.32,1802.8073333333332
404,1800.65,25.28,1802.5506666666663
406,1802.48,25.26,1802.5279999999998
408,1801.13,25.38,1802.391333333333
410,1804.6,25.36,1802.4666666666665
412,1803.96,25.24,1802.563333333333
414,1804.97,25.3,1802.934
416,1801.51,25.32,1802.8073333333334
418,1803.2,25.33,1802.7026666666666
420,1800.5,25.28,1802.681333333333
422,1802.5,25.36,1802.618
424,1803.34,25.32,1802.58
426,1803.73,25.3,1802.838
428,1802.22,25.4,1802.7519999999997
430,1806.78,25.39,1802.9406666666664
433,1801.96,25.3,1802.9019999999998
435,1801.42,25.3,1802.9533333333331
437,1803.5,25.37,1803.0213333333331
439,1813.86,25.3,1803.87
441,1801.34,25.33,1803.6526666666664
443,1801.17,25.34,1803.4666666666665
445,1789.08,25.28,1802.407333333333
447,1806.04,25.28,1802.7093333333332
449,1804.35,25.36,1802.7859999999998
451,1803.47,25.24,1802.984
453,1798.93,25.34,1802.7459999999999
455,1805.34,25.4,1802.8793333333333
457,1800.64,25.3,1802.6733333333334
459,1803.74,25.32,1802.774666666667
461,1802.69,25.34,1802.502
463,1805.81,25.34,1802.7586666666668
465,1801.04,25.31,1802.7333333333333
467,1799.44,25.36,1802.4626666666666
469,1804.29,25.34,1801.8246666666666
471,1800.52,25.22,1801.77
473,1802.82,25.29,1801.88
475,1803.42,25.37,1802.8360000000002
477,1803.11,25.34,1802.6406666666667
479,1801.0,25.34,1802.4173333333333
481,1805.29,25.3,1802.5386666666668
483,1802.21,25.19,1802.7573333333335
486,1802.36,25.24,1802.5586666666666
488,1803.01,25.28,1802.7166666666665
490,1804.66,25.31,1802.7779999999998
492,1801.49,25.24,1802.6979999999999
494,1801.9,25.36,1802.4373333333333
496,1804.1,25.37,1802.6413333333333
498,1803.86,25.3,1802.9359999999997
500,1798.56,25.28,1802.554
502,1802.54,25.43,1802.6886666666664
504,1805.0,25.27,1802.8339999999996
506,1805.18,25.2,1802.951333333333
508,1803.09,25.28,1802.9499999999998
510,1803.8,25.24,1803.1366666666665
512,1803.53,25.31,1803.0193333333332
514,1802.14,25.31,1803.0146666666665
516,1805.28,25.28,1803.2093333333332
518,1803.2,25.28,1803.222
520,1806.35,25.3,1803.3346666666666
522,1803.78,25.35,1803.4873333333335
524,1802.07,25.33,1803.4986666666666
526,1802.21,25.31,1803.3726666666666
528,1805.97,25.36,1803.513333333333
530,1806.12,25.31,1804.017333333333
532,1803.86,25.34,1804.105333333333
535,1802.01,25.35,1803.9059999999995
537,1800.91,25.33,1803.621333333333
539,1804.12,25.33,1803.6899999999996
541,1806.11,25.3,1803.8439999999998
543,1803.75,25.3,1803.8586666666667
545,1804.22,25.28,1803.9973333333335
547,1798.09,25.27,1803.518
549,1800.88,25.29,1803.3633333333332
551,1803.98,25.27,1803.205333333333
553,1807.06,25.26,1803.4239999999998
555,1802.25,25.36,1803.436
557,1799.43,25.3,1803.2506666666663
559,1800.89,25.27,1802.912
561,1802.24,25.38,1802.6533333333332
563,1804.55,25.38,1802.6993333333332
565,1801.52,25.32,1802.6666666666665
567,1802.05,25.32,1802.7426666666665
569,1803.68,25.24,1802.7133333333331
571,1799.55,25.28,1802.2759999999996
573,1800.69,25.35,1802.0720000000001
575,1802.1,25.27,1801.9306666666666
577,1803.02,25.27,1802.2593333333334
579,1802.54,25.3,1802.37
581,1801.13,25.3,1802.1799999999998
584,1803.74,25.24,1801.9586666666667
586,1801.62,25.31,1801.9166666666665
588,1803.7,25.22,1802.2013333333332
590,1801.81,25.26,1802.2626666666667
592,1803.24,25.31,1802.3293333333334
594,1803.63,25.31,1802.268
596,1801.61,25.35,1802.274
598,1799.1,25.32,1802.0773333333332
600,1802.52,25.35,1801.9999999999998
602,1803.07,25.35,1802.2346666666665
604,1806.58,25.33,1802.6273333333334
606,1803.18,25.26,1802.6993333333335
608,1802.83,25.32,1802.6866666666667
610,1802.85,25.31,1802.7073333333333
612,1803.52,25.27,1802.8666666666668
614,1803.18,25.3,1802.8293333333334
616,1799.43,25.33,1802.6833333333334
618,1804.25,25.29,1802.72
620,1800.8,25.2,1802.6526666666666
622,1803.79,25.34,1802.6893333333335
624,1803.27,25.26,1802.6653333333334
626,1802.29,25.37,1802.7106666666668
628,1799.05,25.22,1802.7073333333335
630,1796.71,25.26,1802.3200000000002
632,1799.23,25.24,1802.0640000000003
634,1797.77,25.23,1801.4766666666667
637,1799.65,25.2,1801.2413333333334
639,1796.69,25.19,1800.8319999999999
641,1794.4,25.1,1800.2686666666664
643,1794.97,25.17,1799.6986666666662
645,1797.8,25.14,1799.3399999999995
647,1794.23,25.09,1798.9933333333333
649,1794.15,24.99,1798.32
651,1792.03,24.99,1797.7353333333333
653,1793.93,25.13,1797.078
655,1793.55,24.94,1796.4299999999998
657,1792.15,24.96,1795.754
659,1791.65,24.95,1795.2606666666668
661,1793.63,24.91,1795.0553333333332
663,1792.19,24.79,1794.5860000000002
665,1791.58,24.75,1794.1733333333334
667,1789.71,24.78,1793.5106666666666
669,1792.41,24.84,1793.225333333333
671,1791.94,24.73,1793.061333333333
673,1791.55,24.64,1792.8333333333333
675,1791.2,24.55,1792.3933333333334
677,1790.16,24.56,1792.122
679,1789.06,24.56,1791.7826666666667
681,1789.79,24.44,1791.6333333333332
683,1788.85,24.45,1791.2946666666667
685,1791.38,24.32,1791.15
687,1786.31,24.24,1790.7606666666668
689,1788.51,24.22,1790.551333333333
692,1791.11,24.29,1790.3833333333334
694,1786.57,24.13,1790.0086666666666
696,1786.56,24.13,1789.6740000000002
698,1792.93,24.09,1789.8886666666665
700,1786.66,24.08,1789.5053333333333
702,1785.82,24.0,1789.0973333333332
704,1790.02,23.97,1788.9953333333335
706,1788.58,23.92,1788.8206666666667
708,1789.03,23.86,1788.745333333333
710,1788.6,23.78,1788.7146666666665
712,1788.16,23.7,1788.6059999999998
714,1788.77,23.66,1788.6006666666667
716,1787.7,23.63,1788.3553333333334
718,1786.75,23.67,1788.3846666666666
720,1789.34,23.61,1788.4399999999998
722,1785.9,23.54,1788.0926666666664
724,1791.49,23.5,1788.4206666666664
726,1784.96,23.33,1788.3139999999999
728,1787.5,23.3,1787.9519999999998
730,1788.85,23.31,1788.098
732,1788.18,23.23,1788.2553333333333
734,1786.11,23.13,1787.9946666666665
736,1788.33,23.14,1787.9779999999998
738,1787.19,23.14,1787.8553333333334
740,1789.02,23.09,1787.8833333333334
742,1786.45,23.08,1787.7693333333334
745,1785.12,22.99,1787.526
747,1784.93,22.91,1787.341333333333
749,1786.78,22.94,1787.3433333333332
751,1784.64,22.87,1787.0300000000002
753,1785.3,22.71,1786.9899999999998
755,1787.85,22.81,1786.7473333333332
757,1785.95,22.79,1786.8133333333333
759,1785.46,22.72,1786.6773333333335
761,1783.13,22.63,1786.2960000000003
763,1787.75,22.71,1786.2673333333337
765,1786.3,22.62,1786.2800000000002
767,1785.27,22.63,1786.076
769,1785.48,22.45,1785.9619999999998
771,1786.84,22.46,1785.8166666666668
773,1786.47,22.49,1785.8179999999998
775,1784.78,22.36,1785.795333333333
777,1786.41,22.41,1785.8939999999998
779,1784.46,22.31,1785.7393333333332
781,1786.6,22.28,1785.87
783,1784.97,22.34,1785.848
785,1781.82,22.22,1785.446
787,1785.54,22.22,1785.4186666666667
789,1784.9,22.17,1785.3813333333333
791,1783.44,22.14,1785.402
793,1786.61,22.09,1785.326
795,1787.81,22.0,1785.4266666666667
798,1786.49,21.98,1785.508
800,1783.76,22.02,1785.3933333333334
802,1784.22,22.0,1785.2186666666666
804,1782.07,21.93,1784.9253333333334
806,1787.52,21.95,1785.108
808,1787.35,21.83,1785.1706666666666
810,1783.02,21.87,1785.0746666666666
812,1784.42,21.75,1784.9293333333335
814,1780.87,21.79,1784.6560000000002
816,1781.92,21.68,1784.6626666666668
818,1786.99,21.74,1784.7593333333334
820,1784.78,21.66,1784.7513333333334
822,1786.09,21.66,1784.928
824,1785.14,21.66,1784.8300000000002
826,1783.22,21.63,1784.524
828,1782.98,21.58,1784.29
830,1783.85,21.64,1784.296
832,1783.27,21.57,1784.2326666666668
834,1784.09,21.57,1784.3673333333331
836,1781.99,21.58,1783.9986666666666
838,1782.62,21.51,1783.6833333333334
840,1784.33,21.43,1783.7706666666666
842,1781.47,21.41,1783.5739999999998
845,1784.1,21.42,1783.7893333333332
847,1783.61,21.43,1783.902
849,1779.06,21.32,1783.3733333333334
851,1782.55,21.36,1783.2246666666667
853,1783.17,21.36,1783.0300000000002
855,1786.55,21.3,1783.1239999999998
857,1783.49,21.41,1783.1419999999998
859,1786.92,21.27,1783.4046666666663
861,1788.39,21.26,1783.7073333333328
863,1783.05,21.18,1783.6926666666664
865,1784.57,21.2,1783.7246666666665
867,1783.58,21.2,1783.8306666666665
869,1785.36,21.09,1784.013333333333
871,1783.55,21.15,1783.9613333333332
873,1781.67,21.22,1783.9746666666667
875,1782.21,21.12,1783.8486666666668
877,1779.94,21.08,1783.604
879,1781.52,21.13,1783.768
881,1782.24,21.03,1783.7473333333335
883,1784.83,21.0,1783.858
885,1783.45,21.02,1783.6513333333335
887,1781.26,20.94,1783.5026666666668
889,1782.18,21.04,1783.1866666666665
891,1783.74,21.04,1782.8766666666666
893,1781.44,20.94,1782.7693333333332
896,1782.41,20.95,1782.6253333333334
898,1783.76,21.03,1782.6373333333333
900,1782.56,20.97,1782.4506666666666
902,1782.54,20.88,1782.3833333333334
904,1782.46,20.92,1782.4360000000004
906,1778.84,20.83,1782.2113333333336
908,1783.95,20.84,1782.4786666666669
910,1778.22,20.86,1782.2586666666668
912,1782.94,20.86,1782.3053333333335
914,1780.95,20.8,1782.0466666666669
916,1782.17,20.78,1781.9613333333334
918,1781.05,20.85,1781.9473333333335
920,1783.09,20.71,1782.008
922,1784.51,20.72,1782.0593333333334
924,1784.19,20.72,1782.2426666666665
926,1783.54,20.7,1782.3179999999998
928,1786.17,20.72,1782.4786666666664
930,1790.36,20.75,1782.9986666666664
932,1781.46,20.68,1782.9266666666665
934,1781.51,20.7,1782.863333333333
936,1781.34,20.6,1783.0299999999997
938,1780.77,20.6,1782.818
940,1785.25,20.62,1783.2866666666666
943,1781.58,20.62,1783.1959999999997
945,1782.1,20.58,1783.2726666666665
947,1783.51,20.62,1783.3619999999999
949,1784.22,20.54,1783.5733333333335
951,1783.59,20.59,1783.6066666666666
953,1786.83,20.6,1783.7613333333331
955,1780.49,20.53,1783.5146666666665
957,1784.58,20.49,1783.5839999999998
959,1782.65,20.55,1783.349333333333
961,1782.67,20.49,1782.8366666666666
963,1781.5,20.51,1782.8393333333331
965,1779.67,20.53,1782.7166666666662
967,1781.59,20.52,1782.733333333333
969,1784.23,20.48,1782.9639999999997
971,1783.86,20.55,1782.871333333333
973,1784.11,20.55,1783.04
975,1782.23,20.46,1783.0486666666666
977,1784.38,20.43,1783.1066666666666
979,1781.52,20.45,1782.9266666666665
981,1778.14,20.35,1782.5633333333333
983,1784.86,20.41,1782.432
985,1782.03,20.41,1782.5346666666665
987,1784.67,20.37,1782.5406666666665
989,1781.04,20.4,1782.4333333333334
992,1779.55,20.31,1782.2253333333333
994,1781.83,20.32,1782.247333333333
996,1783.55,20.45,1782.5060000000003
998,1781.38,20.45,1782.4920000000002
1000,1781.68,20.29,1782.3220000000001
1002,1785.22,20.35,1782.4126666666668
1004,1781.34,20.31,1782.228
1006,1783.68,20.34,1782.3246666666666
1008,1781.26,20.3,1782.1166666666666
1010,1782.08,20.25,1782.154
1012,1780.68,20.28,1782.3233333333333
1014,1784.22,20.27,1782.2806666666665
1016,1782.96,20.17,1782.3426666666667
1018,1783.99,20.25,1782.2973333333332
1020,1781.54,20.19,1782.3306666666667
1022,1783.33,20.16,1782.5826666666667
1024,1780.25,20.2,1782.4773333333337
1026,1780.22,20.15,1782.2553333333335
1028,1783.14,20.23,1782.3726666666669
1030,1784.06,20.17,1782.5313333333336
1032,1781.52,20.13,1782.2846666666667
1034,1782.42,20.18,1782.3566666666668
1036,1785.8,20.08,1782.4979999999998
1039,1781.87,20.13,1782.5386666666668
1041,1783.6,20.19,1782.64
1043,1781.31,20.08,1782.682
1045,1781.5,20.14,1782.5006666666666
1047,1779.25,20.1,1782.253333333333
1049,1783.27,20.12,1782.205333333333
1051,1780.73,20.1,1782.151333333333
1053,1782.12,20.09,1782.0706666666663
1055,1780.49,20.12,1782.0866666666661
1057,1781.02,20.08,1782.1399999999996
1059,1779.65,20.08,1781.907333333333
1061,1782.51,20.06,1781.804
1063,1780.92,20.08,1781.7640000000001
1065,1783.21,20.06,1781.8166666666668
1067,1781.68,20.03,1781.5420000000001
1069,1779.67,20.12,1781.3953333333334
1071,1783.53,20.13,1781.390666666667
1073,1785.5,20.08,1781.6699999999998
1075,1781.93,20.01,1781.6986666666664
1077,1781.83,20.13,1781.8706666666665
1079,1774.84,20.1,1781.3086666666666
1081,1779.37,20.07,1781.2179999999998
1083,1780.07,20.02,1781.081333333333
1085,1781.37,20.07,1781.1399999999999
1087,1782.7,19.99,1781.2519999999997
1089,1784.81,19.99,1781.5959999999998
1091,1785.83,20.0,1781.817333333333
1094,1783.74,19.93,1782.005333333333
1096,1781.27,19.97,1781.8759999999997
1098,1784.68,19.97,1782.0759999999998
1100,1782.75,20.0,1782.2813333333331
1102,1777.89,20.01,1781.9053333333331
1104,1782.44,20.04,1781.7013333333332
1106,1778.67,19.95,1781.4840000000002
1108,1781.52,19.94,1781.4633333333334
1110,1775.55,19.97,1781.5106666666666
1112,1781.96,19.94,1781.6833333333332
1114,1778.18,19.98,1781.5573333333332
1116,1781.53,19.93,1781.5679999999998
1118,1780.52,19.89,1781.4226666666666
1120,1788.44,19.87,1781.6646666666666
1122,1781.24,20.01,1781.3586666666667
1124,1782.14,19.91,1781.252
1126,1782.12,19.97,1781.3086666666668
1128,1783.54,19.86,1781.232666666667
1130,1778.33,19.92,1780.9380000000003
1132,1783.14,19.83,1781.288
1134,1781.76,19.88,1781.2426666666665
1136,1763.75,19.9,1780.2479999999994
1138,1778.4,19.9,1780.0399999999997
1140,1781.02,19.89,1780.4046666666666
1143,1788.22,19.95,1780.822
1145,1782.12,19.87,1781.0846666666664
1147,1784.25,19.96,1781.266
1149,1783.56,19.85,1781.4686666666666
1151,1774.36,19.92,1780.5300000000002
1153,1781.91,19.94,1780.574666666667
1155,1783.0,19.89,1780.632
1157,1787.32,19.89,1780.9786666666666
1159,1779.13,19.91,1780.6846666666665
1161,1781.37,19.89,1780.8873333333333
1163,1781.7,19.95,1780.7913333333333
1165,1778.1,19.84,1780.5473333333332
1167,1776.51,19.8,1781.398
1169,1783.56,19.86,1781.742
1171,1785.39,19.86,1782.0333333333333
1173,1785.29,19.95,1781.838
1175,1779.08,19.84,1781.6353333333334
1177,1785.29,19.82,1781.704666666667
1179,1783.76,19.87,1781.7180000000003
1181,1781.03,19.88,1782.1626666666668
1183,1782.79,19.89,1782.2213333333334
1185,1782.57,19.85,1782.1926666666668
1187,1778.5,19.88,1781.6046666666664
1189,1781.11,19.91,1781.7366666666665
1191,1778.94,19.83,1781.5746666666664
1193,1783.35,19.9,1781.6846666666665
1196,1781.92,19.9,1781.9393333333333
1198,1780.92,19.91,1782.2333333333331
1200,1781.13,19.83,1782.071333333333
1202,1784.13,19.94,1781.9873333333333
1204,1784.28,19.84,1781.92
1206,1780.65,19.89,1782.0246666666667
1208,1783.74,19.89,1781.9213333333335
1210,1780.6,19.84,1781.7106666666666
1212,1781.36,19.88,1781.7326666666665
1214,1780.46,19.92,1781.5773333333332
1216,1779.24,19.94,1781.3553333333332
1218,1782.48,19.86,1781.6206666666662
1220,1785.44,19.92,1781.9093333333335
1222,1781.91,19.8,1782.1073333333336
1224,1779.63,19.83,1781.8593333333333
1226,1780.54,19.83,1781.7673333333337
1228,1783.33,19.89,1781.9280000000003
1230,1784.16,19.78,1782.13
1232,1777.09,19.78,1781.6606666666664
1234,1781.37,19.8,1781.4666666666667
1237,1780.18,19.84,1781.4353333333331
1239,1781.46,19.9,1781.2833333333333
1241,1780.75,19.83,1781.2933333333333
1243,1779.69,19.8,1781.1819999999998
1245,1781.57,19.86,1781.2559999999999
1247,1780.88,19.86,1781.3653333333332
1249,1782.4,19.87,1781.3599999999997
1251,1781.32,19.86,1781.0853333333332
1253,1783.86,19.86,1781.2153333333333
1255,1781.86,19.86,1781.364
1257,1781.31,19.88,1781.415333333333
1259,1780.02,19.83,1781.1946666666665
1261,1783.27,19.85,1781.1353333333332
1263,1782.76,19.82,1781.5133333333329
1265,1780.42,19.8,1781.4499999999998
1267,1781.04,19.92,1781.507333333333
1269,1783.28,19.9,1781.6286666666667
1271,1778.68,19.81,1781.4906666666666
1273,1779.18,19.85,1781.456666666667
1275,1783.38,19.83,1781.5773333333334
1277,1782.38,19.82,1781.6773333333335
1279,1780.42,19.87,1781.545333333334
1281,1781.25,19.88,1781.5406666666672
1283,1780.19,19.91,1781.296
1285,1781.09,19.85,1781.2446666666665
1288,1781.97,19.82,1781.2886666666666
1290,1781.98,19.93,1781.419333333333
1292,1783.57,19.84,1781.4393333333333
1294,1781.43,19.86,1781.3506666666665
1296,1782.95,19.81,1781.519333333333
1298,1783.08,19.83,1781.6553333333331
1300,1781.68,19.86,1781.5486666666663
1302,1779.77,19.84,1781.621333333333
1304,1780.68,19.86,1781.721333333333
1306,1781.61,19.83,1781.603333333333
1308,1779.91,19.91,1781.4386666666662
1310,1783.76,19.85,1781.661333333333
1312,1779.8,19.84,1781.5646666666664
1314,1779.67,19.84,1781.53
1316,1780.05,19.87,1781.4606666666666
1318,1781.04,19.87,1781.3986666666665
1320,1775.69,19.92,1780.9793333333332
1322,1780.29,19.89,1780.7606666666668
1324,1784.63,19.79,1780.974
1326,1779.51,19.85,1780.7446666666667
1328,1783.07,19.83,1780.7439999999997
1330,1780.82,19.85,1780.6866666666665
1332,1782.13,19.88,1780.8439999999998
1334,1781.81,19.83,1780.9193333333333
1336,1783.29,19.82,1781.0313333333334
1339,1777.69,19.82,1780.883333333333
1341,1777.88,19.92,1780.4913333333334
1343,1784.13,19.85,1780.7799999999997
1345,1781.63,19.87,1780.9106666666664
1347,1786.54,19.75,1781.343333333333
1349,1778.79,19.97,1781.1933333333334
1351,1782.22,19.78,1781.6286666666665
1353,1777.64,19.81,1781.452
1355,1785.26,19.89,1781.494
1357,1779.87,19.82,1781.5179999999998
1359,1782.03,19.95,1781.4486666666664
1361,1781.51,19.76,1781.4946666666663
1363,1782.47,19.82,1781.517333333333
1365,1781.38,19.88,1781.4886666666662
1367,1777.2,19.88,1781.0826666666662
1369,1783.6,19.9,1781.4766666666665
1371,1784.52,19.95,1781.9193333333333
1373,1782.49,19.88,1781.8100000000002
1375,1784.61,19.85,1782.0086666666668
1377,1778.13,19.77,1781.448
1379,1780.45,19.81,1781.5586666666668
1381,1784.73,19.84,1781.726
1383,1781.72,19.8,1781.9979999999998
1385,1786.1,19.8,1782.0539999999999
1387,1783.17,19.81,1782.2739999999997
1390,1777.68,19.89,1781.9839999999997
1392,1784.3,19.82,1782.1699999999998
1394,1778.27,19.8,1781.89
1396,1784.87,19.8,1782.1226666666666
1398,1777.1,19.79,1782.116
1400,1780.73,19.77,1781.9246666666668
1402,1778.16,19.77,1781.500666666667
1404,1782.61,19.85,1781.508666666667
1406,1778.84,19.71,1781.1240000000005
1408,1778.65,19.82,1781.158666666667
1410,1782.03,19.83,1781.2640000000001
1412,1781.4,19.78,1781.042
1414,1783.88,19.83,1781.186
1416,1780.58,19.89,1780.8179999999998
1418,1780.27,19.86,1780.6246666666666
1420,1779.6,19.8,1780.7526666666663
1422,1781.05,19.84,1780.536
1424,1781.31,19.82,1780.7386666666666
1426,1778.33,19.85,1780.3026666666665
1428,1782.13,19.78,1780.6379999999997
1430,1780.6,19.8,1780.6293333333329
1432,1777.83,19.76,1780.607333333333
1434,1783.03,19.8,1780.635333333333
1436,1783.05,19.8,1780.9159999999997
1439,1780.85,19.77,1781.0626666666665
1441,1778.68,19.83,1780.8393333333333
1443,1789.32,19.76,1781.3673333333331
1445,1784.58,19.87,1781.414
1447,1783.48,19.75,1781.6073333333334
1449,1781.29,19.68,1781.6753333333336
1451,1786.02,19.84,1782.1033333333332
1453,1779.13,19.75,1781.9753333333333
1455,1781.45,19.68,1781.9846666666667
1457,1780.87,19.75,1782.1540000000002
