Time,Unsmoothed Fres,Temp,Fres,dT/dt
10316,1782.56,20.12,1783.5986666666668,-0.004219691895512872
10318,1782.43,20.21,1783.5386666666668,-0.0027507667840499
10320,1781.9,20.22,1783.5026666666663,-0.002215968434489768
10322,1783.82,20.08,1783.3366666666664,-0.0027499999999995466
10324,1784.81,20.15,1783.351333333333,-0.0024285714285713577
10326,1781.81,20.17,1783.0666666666662,-0.0014821428571429656
10328,1783.71,20.18,1783.0926666666662,-0.0010357142857144517
10330,1782.81,20.17,1783.0379999999996,-0.00016071428571440313
10332,1783.1,20.2,1783.1326666666666,0.0013035714285708094
10334,1778.75,20.18,1782.7166666666662,0.0031249999999992555
10336,1784.04,20.14,1782.8179999999995,0.0028750000000002506
10338,1785.17,20.12,1783.001333333333,0.001375000000000432
10340,1779.46,20.15,1782.7726666666665,0.00016071428571417767
10342,1781.11,20.12,1782.6359999999995,-0.0007142857142852959
10345,1782.37,20.14,1782.523333333333,-0.0010241383312054237
10347,1784.75,20.19,1782.6693333333333,-0.0010842894467794832
10349,1783.62,20.1,1782.7486666666666,-0.001165438713999026
10351,1785.3,20.12,1782.975333333333,-0.0006766130808199179
10353,1783.71,20.11,1782.9679999999998,-0.0020163487738418073
10355,1783.0,20.15,1782.8473333333332,-0.001986034426762757
10357,1780.1,20.01,1782.7333333333331,-0.003342684505827147
10359,1783.43,20.13,1782.7146666666663,-0.002891130772550978
10361,1783.41,20.05,1782.7546666666667,-0.0034313088665147615
10363,1787.04,20.1,1783.0173333333337,-0.002784741144414734
10365,1783.61,20.04,1783.3413333333333,-0.0029437348601631824
10367,1783.28,20.05,1783.2906666666668,-0.003310448760884516
10369,1782.16,20.02,1783.09,-0.0041855049414975245
10371,1784.05,20.04,1783.396,-0.004237553672971893
10373,1779.66,20.03,1783.2993333333334,-0.004678571428571353
10375,1786.34,20.09,1783.564,-0.00383928571428565
10377,1783.82,20.08,1783.5020000000002,-0.0023214285714281634
10379,1781.57,20.05,1783.3653333333334,-0.0022678571428575147
10381,1781.82,20.11,1783.1333333333334,-0.0010892857142857494
10383,1783.1,20.04,1783.0926666666664,-0.0009107142857141139
10385,1782.68,20.01,1783.071333333333,-0.0004107142857139219
10387,1789.03,20.06,1783.6666666666663,-0.001035714285713864
10390,1782.39,20.14,1783.5973333333332,0.0010090518742019476
10391,1782.07,20.07,1783.508,0.0009764760684755491
10393,1785.24,19.97,1783.388,0.0003914923454480185
10396,1787.11,20.03,1783.6213333333335,-9.893629189056928e-05
10398,1784.95,20.04,1783.7326666666668,-0.0002916385704657909
10400,1783.78,20.09,1783.8406666666667,-0.0002549323874972995
10402,1783.97,20.09,1783.8353333333334,-7.405375754269256e-05
10404,1786.6,20.07,1784.2979999999998,-0.0003563255966002916
10406,1782.34,20.03,1784.0313333333336,-0.0003752172024324527
10408,1783.08,20.03,1783.982,-0.0004257167680279695
10410,1781.72,20.08,1783.9919999999995,-0.00020921869892072146
10412,1784.37,20.07,1784.1619999999998,0.000660998354361178
10414,1781.74,20.04,1784.0713333333335,0.00028984704056733896
10416,1780.77,20.04,1783.9440000000004,-0.0005141604855024415
10418,1785.79,20.0,1783.7280000000003,-0.0011620725151556038
10420,1785.56,19.98,1783.9393333333337,-0.000848574349653564
10422,1785.06,19.99,1784.1386666666667,-0.0010908668910294247
10424,1784.25,20.12,1784.0726666666667,-0.0010892857142861755
10426,1783.44,20.01,1783.828,-0.0017857142857142135
10428,1780.89,19.99,1783.5573333333332,-0.002553571428570953
10430,1780.23,20.0,1783.3206666666667,-0.002392857142856802
10433,1783.88,20.0,1783.3146666666669,-0.0020453754206798402
10434,1781.96,20.0,1783.0053333333335,-0.001856294398509107
10436,1785.66,19.91,1783.2266666666667,-0.003205562697206405
10438,1781.8,20.11,1783.1413333333337,-0.001902193033892352
10440,1783.2,20.0,1783.2400000000002,-0.0013746028009885972
10442,1785.38,19.97,1783.3073333333334,-0.001214125428132393
10445,1787.55,19.9,1783.694666666667,-0.0022038599329718502
10447,1783.99,19.96,1783.9093333333333,-0.002152588555859259
10449,1783.6,19.96,1783.7633333333335,-0.002513434841021343
10451,1783.45,19.96,1783.6226666666666,-0.0030747922437670207
10453,1787.74,20.1,1783.801333333333,-0.0017794651700238449
10455,1783.16,20.05,1783.7286666666669,0.0004666593551215643
10457,1786.66,20.02,1783.9433333333334,0.0009766396139504216
10459,1782.1,19.93,1784.024,0.00013040607461166582
10461,1781.17,19.99,1784.0866666666668,0.00023545706371195512
10463,1782.99,20.0,1784.0273333333332,0.00046049046321493546
10465,1781.95,19.97,1784.0266666666666,0.00035069367980641874
10467,1782.4,19.93,1783.8093333333331,-0.0014484259879439024
10469,1782.24,19.91,1783.8386666666663,-0.0007128251732364598
10471,1783.96,19.91,1783.8893333333333,-0.0012005338284788803
10473,1782.71,19.98,1783.7113333333332,-0.0011249999999996645
10475,1785.38,19.98,1783.5666666666666,-0.002035714285713431
10477,1783.78,19.92,1783.5526666666667,-0.002982142857142586
10479,1782.93,19.99,1783.508,-0.002982142857144792
10481,1782.63,19.98,1783.4533333333334,-0.003160714285714259
10483,1784.8,19.93,1783.2573333333337,-0.0019999999999998183
10485,1782.43,20.11,1783.2086666666669,0.0010000000000001872
10487,1784.48,20.03,1783.0633333333335,0.0024642857142856953
10489,1783.51,20.04,1783.1573333333336,0.002749999999999514
10491,1779.99,20.0,1783.078666666667,0.0031964285714291634
10493,1783.95,20.05,1783.1426666666666,0.004392857142857499
10496,1782.42,20.0,1783.174,0.004348381107113765
10498,1782.0,19.99,1783.147333333333,0.00359025332273067
10500,1783.97,20.03,1783.2626666666663,0.0029906229068986227
10502,1782.1,19.99,1783.1386666666665,0.0017215371063640187
10504,1784.0,19.94,1783.2246666666667,0.0006839237057220827
10506,1782.03,20.0,1783.0013333333332,0.00044657356284528386
10508,1783.1,20.05,1782.956,-3.290893396600271e-05
10510,1782.28,20.03,1782.9126666666664,-3.2908933966079514e-05
10512,1780.41,19.95,1782.7646666666662,-0.001172458590451571
10514,1782.87,20.01,1782.6359999999995,-0.0022534059945502577
10516,1783.48,20.01,1782.7059999999994,-0.0010140938119352681
10518,1783.18,19.99,1782.6193333333329,-0.0009326858673809561
10520,1784.56,19.95,1782.6893333333333,-0.0011172327615586418
10522,1783.16,19.98,1782.9006666666664,-0.0013682256005569926
10524,1785.41,20.0,1782.998,-0.0005892857142853902
10526,1786.06,19.98,1783.2406666666668,-0.0006964285714282487
10528,1784.06,19.92,1783.378,-0.0016607142857144666
10530,1784.37,19.95,1783.4046666666666,-0.001553571428571979
10532,1779.74,20.01,1783.2473333333337,-0.0011250000000006357
10534,1779.34,19.96,1782.9366666666667,-0.0020714285714290917
10536,1784.17,19.9,1783.0793333333334,-0.002946428571428217
10538,1785.36,19.95,1783.2299999999998,-0.0023035714285714426
10541,1784.91,19.93,1783.4053333333331,-0.0019983753046306993
10547,1782.58,19.89,1783.5499999999995,-0.0030376261853775326
10549,1782.76,20.02,1783.5426666666665,-0.0014618369987063008
10551,1784.58,19.94,1783.6159999999998,-0.001098439375750292
10553,1780.83,20.07,1783.4593333333332,0.000498904843027634
10555,1784.8,19.9,1783.4753333333333,-0.0002984317703049428
10557,1782.84,20.03,1783.454,0.0005920651842827256
10559,1786.25,19.91,1783.5099999999998,0.00046677215189884345
10561,1781.98,19.99,1783.2379999999998,0.0010096698647729147
10563,1784.11,19.95,1783.2413333333332,0.0005354264220466772
10565,1782.53,19.88,1783.1186666666665,-0.0003037494067394432
10567,1786.91,19.98,1783.5966666666664,0.0005855818573082223
10569,1781.29,19.96,1783.7266666666665,0.0007777386093241537
10571,1783.62,19.95,1783.6899999999996,2.8743891923159938e-05
10573,1781.03,20.04,1783.4013333333337,0.0008746792130027893
10575,1778.67,19.95,1782.9853333333333,0.00023214285714313174
10577,1785.92,20.02,1783.208,-0.00012500000000011596
10579,1788.28,19.93,1783.5759999999998,1.7857142857252956e-05
10581,1780.93,19.98,1783.3326666666665,-0.00019642857142814125
10583,1785.2,19.97,1783.6239999999998,0.0012499999999999534
10585,1780.89,19.95,1783.3633333333332,0.00019642857142886664
10587,1782.1,19.99,1783.314,0.001410714285714368
10589,1783.52,20.0,1783.1319999999998,0.0011071428571432377
10591,1784.03,20.03,1783.2686666666666,0.002160714285713986
10594,1784.28,19.91,1783.2799999999995,0.0009928049205061714
10596,1780.43,20.0,1783.1399999999996,0.0001323412473021063
10598,1783.85,19.97,1782.9359999999997,7.535164099120241e-05
10600,1779.76,20.02,1782.8339999999998,0.00037767011671410413
10602,1783.43,20.01,1782.821333333333,0.0003160762942777124
10604,1785.75,19.99,1783.136,0.0011139980513149895
10606,1782.83,19.9,1783.4133333333334,-0.00026381096245152983
10608,1783.55,19.96,1783.2553333333335,8.739749676314278e-05
10610,1781.06,19.85,1782.774,-0.0019551802533290985
10612,1784.51,19.9,1783.0126666666663,-0.0026185286103547513
10614,1781.74,19.88,1782.782,-0.0035350143140272868
10616,1780.48,20.02,1782.7546666666667,-0.0029420629604819137
10618,1781.58,19.94,1782.72,-0.0028564125866182965
10620,1782.98,19.85,1782.684,-0.0036393176279447214
10622,1782.16,19.96,1782.5593333333334,-0.002357142857142177
10624,1784.29,20.02,1782.56,-0.0018928571428571202
10626,1782.13,19.95,1782.6733333333334,-0.001214285714285651
10628,1785.57,20.05,1782.788,0.00037500000000135423
10630,1780.79,20.03,1782.8566666666666,0.002285714285715773
10632,1781.7,20.03,1782.7413333333332,0.004035714285712523
10634,1780.66,20.02,1782.4019999999996,0.005339285714286328
10636,1782.77,19.94,1782.3979999999997,0.004303571428571697
10639,1787.34,20.0,1782.6506666666662,0.0047150980619707515
10641,1783.06,19.92,1782.7839999999997,0.0025264114506416174
10643,1784.5,20.07,1782.7833333333333,0.0028415941058271836
10645,1781.43,19.93,1782.7626666666663,0.0008852675622107093
10647,1781.93,20.05,1782.859333333333,0.002198910081743939
10649,1781.79,20.0,1782.8733333333332,0.001787918155245894
10651,1784.09,19.97,1782.947333333333,-0.0002686663789383974
10653,1784.92,19.98,1783.1313333333333,-0.0009376348726800185
10655,1790.01,19.98,1783.5126666666663,-0.0008379343942829981
10657,1783.57,20.01,1783.6086666666663,-0.0012724795640323622
10659,1778.91,19.97,1783.1646666666666,-0.0009138956177056418
